subject,title,subject_summary,rating
78406,萌萌侵略者,藤庄会里有一个深刻的、完全不同的世界吗？这条巨龙在天空飞翔的场景，就是典型的玄幻世界！原本是高中生和初中生的新一突然发现自己陷入了这种习惯性的境地。父亲是短篇小说作家，母亲是H-Game原创插画家，家庭血统纯正。不过，也有可能拥有其他特殊能力，但那只是‘萌’的知识、洞察力和直观性。然而，必须离开现实世界进行贸易，新一的职责可能会发生变化。除了干净利落之外，女人本来的自官本性也被削弱了，半身而美的少妇就为皇帝所生。此时此刻，一切都完美无缺，可怕的元素正在被拒绝！ ？,6.589976322
48928,龙珠Z 击败超战士,"【电影第14版】
村子的仪式完成，死后收集血液后，收集血液，分配血液，导致了血液的诞生！他受到悟天和特殊人士的高度评价。特殊人物克志、悟天、卡特琳赫第18版往返，七尺惠击中失败，生物形态服装！",6.505747126
1869,海贼王 黄金岛大冒险,故事中段，南方发生黄金大盗案，黄金被盗到某座岛屿，此后生死不明，我不想放弃，但我。我对此并不满意，而且我也不喜欢金价。,6.681818182
4370,爱的魔法,"这是男女老少、都市的魔幻世界，这里的世界，这里的魔力相当于学问，立志之人的一生，故事是在历史的背景下展开的故事。背景...
我的主角是17岁的高中生、初中生敷森一树。日本学校是一所非常先进的高中和初中学校——苍井空学院；但是，取得其他成绩是可能的，但一和二之间的区别是必要的，其他成绩被排除在外。一生只能使用8级魔法，当魔法耗尽后，其他武将都会变成灰色。一个无行为能力的人，普通使用魔法，利他的生活完全是灰色和黑暗的。 
某一天，心爱的女人，在晚上，在对方面前，说道：“现在是时候了，如果我成为我的妻子和孩子的话！”女学生（和椿栗子和和神城凛）也出现了。同时。
本来，男主的人格已经汇聚在一起，来自世界各地的著名魔法世家的血统，根中的根，第一代男主成为大魔法师的潜质……所以，各位，国色天香的美少女目的自然是……实现男主角的遗传因子。 
到目前为止，在仪式进行过程中，仪式中的晚上已经使用了五阶魔法，椿一夫使用了一阶魔法，神城凛使用了一阶魔法，而一阶魔法已经被大和千早使用了，等使者变成了幽灵。这段时间，本来只是原因是神城凛、日式、椿莉莉子。
在其他人的开发过程中，晴明的妹妹一心诗乃想到了鬼的其他真品，以及他自己的收藏，但显然还有其他人，还有其他人。
森俣中将在职业生涯的第一波就发生了变化，在当前系列的森海过程中，释放了风椿，释放了自尊森林，等等，神城凛悦井悦木风格的森然而，如果你写一个字一行，你就能在森林之中露出首都，而当你在森林记忆中时，你就能看到森林记忆中的首都。不过，这也是这个原因。晚上。
?随后，式森换轮就完成了。本来我什么都忘记了，可我又忘记了其他的一切。然而，多形态的森林却出现了，之后，风来了，黄昏来了，未来，就到了一片小森林了。
（第一集中结束时，单尾歌组装起来，然后用胶水粘上，就可以看到红军官写了老夫子的作品，还有虞式中出现的魔法森林是因为自己的记忆，也是和多式森林同时出现的。）",6.535626536
211844,学园奶爸,龙一和虎太郎两兄弟，因飞机故障而诞生于过去。然而，由于同样的事故，森之学园大学的校长失踪了。不过，条件是龙必须在校内的幼儿园！请注意，托儿所位于校园内。由于人手不足，“训练部”人手不足，训练部第一名成员已经成立……！ ？,6.676666667
10595,无敌看板娘,"鬼丸餐厅是中国的一家中餐馆，作品是老厨师鬼丸真纪子经营的家族企业，鬼丸美丽不喜热的生意。是的，青梅的竹马是无月猛将，美貌决定，商业街第一招牌女郎是一定的，称号的争夺激烈在一处。
优美的音乐、日式风格和不同的举止，餐厅里的日常，却有诡异的气氛，风火火火的风格，以及顾客稀少的商店街。每天，在完成店铺的日常工作之外，美女都需要接受，西山勘九郎等敌人不断挑战，而在训练过程中，美女和其他女性则长期上学。一个没有目标的海报女孩。",6.565068493
6755,草莓100% Special,电视剧第25、26集。久美``特别DVD新采版''（2005-12-14），Shugo``TV广播（2006-05）。,6.621621622
285908,崩坏3 天使重构,"追寻中你的??踪迹，世界迷失的开始，直达大海深处的旅程……
“你在这里……你在这里。”

Yu Honkata展示了miHoYo Anime、HOYO-MiX制作的片中印象歌曲“Cyber??angel” Yui、Fu Raku Eiju CV---Hanser表演。",6.64321608
129131,创势的大天使EVOL,"十周年纪念活动放映。

EVOL全新OVA。

Blu-ray Vol.1收录了全新OVA“创星之Aquarion EVOL”未剪辑版（约29分钟），并附有豪华特典！
Blu-ray Vol.1收录了“创星”和“EVOL”演员们齐聚的全新OVA“创星之Aquarion EVOL”的未剪辑版（约29分钟）！
另外，每卷还附赠特别广播剧CD、特别小册子、语音解说等超豪华特典！ ！",6.506849315
268320,偶像大师 灰姑娘女孩剧场 高潮季,"人气偶像养成游戏《偶像大师海龟少女组》、《海龟少女组Play》在主游戏中持续上映，化身TV动画新场景！
对于我们这些完美偶像来说，天哉终于迎来了大事件！ ？
平时是偶像休息的一天，是偶像之间的喜剧剧场等等。这是一部平凡日常的高压短片，马上就开场了?",6.684563758
24593,Code Geass 亡国的阿基德 第一章「翼龙降临」,"制作信息第一时间以《Code Geass Rebellion 叛逆之日 奇迹的诞生日》DVD 的形式公开，当时包含了基本信息以及形象的概念介绍。这部动画作品原定于2010年出版，但在机器成立后才出版，并于2011年将曾正植提出的作品数量纳入人体设计版。 2012年1月12日，官方新闻发布会公布了Code Geass系列的最新信息，包括最新声优和主打歌曲风格的综合信息。

2017年，超强国家《不列颠帝国》（Britannia）作为世界级地标出版，征服世界第一第三版。 7年前的此时，更名为“第11区”，日本出现一片哗然，世界上无与伦比的帝国竞逐。

在帝国历史的早期，欧洲部分地区和欧盟的非欧洲势力被阻止。尤尤爆发暴力事件，和平首都破裂，非常规军事力量入侵，战乱期间欧盟遭到破坏。一群来自“第11区”的男孩和女孩被选入战场，梦魇辅导员也加入了队伍。主名和原因不明，这是一场胜率只有5%的大战。 ..",6.466388744
44941,龙珠Z 地球争霸战,地球下一代精灵，凯王宣告悟空危险，战士们守护地球揭幕战！当悟空在系列中死去时，该系列的原始精神的原始故事就完成了！,6.5
4284,亲吻姐姐,住之惠太是一名初中三年级学生、高中生，也是一对天生的双胞胎姐妹，伊卡和莉卡。启太一开始勾引另外两个不幸福的姐妹，后来又吸引另外两个不幸福的姐妹并与他们生活在一起。而其他父母的父母都是已婚的。,6.651376147
33504,鬼父,,6.67130621
38907,地铁大逃杀,一个人对着地面放了一道雷霆，却无人值守，还有其他人……顿时，血淋淋的！一个对汽车没有占有的人，一个不拥有汽车的人，一个不拥有自己的生活并逃离汽车的人……,6.590909091
172155,期待在地下城邂逅有错吗 外传 剑姬神圣谭,"[剑姬]艾丝·华伦斯田。 “地下城”是最著名的女战士天夜空和他的同伴出发前所经过的地下迷宫。
世界深处隐藏着各种各样的秘密，风声呼唤，迷宫中暗黑的影像一路闪耀！
欧洲迷宫城市莉莉，每个人都有自己的故事，现在的陆地连接是多么严重啊！
这是一个坚强的女孩，不断追求自己的家庭故事。",6.605326877
165972,斯特拉的魔法,"本田玉木，高中生和初中生组成的同人俱乐部“SNS俱乐部”的成员。
如果你自己想一想，你应该了解情况，但不要忘记读书、写书、读乐。
我们从小就是好朋友，现在我们结束了！",6.561359867
186620,大护法,神秘的花瓶，高高的天空，一个巨大的黑色花瓶，住在那里的人不言而喻，树木保守，同样前往那里的人都有可怕的意图。王子突然发起大攻击，同时遭到追杀，王子消失，嚣张气焰开启，村子的黑色秘密……,6.610948192
60003,K 失落之王,由七名蒙面艺术家组成的 GoRA 创作并编剧的原创动画，于 2012 年在电视上播出，描绘了七位被称为“王”的存在与聚集在他们手下的具有独特能力的人之间的战斗。 ”，它描绘了“K”。四位“王”相交的学园岛事件后，银族人夜刀神和猫一直在寻找生死不明的主人“银王”白的下落。然而，他们却找不到线索，灰心丧气，以赤王为首的一群异能者小焰成员，遇到了被人追赶的场景……继TV版之后，导演是铃木真吾，动画制作是《Marduk Scramble》的GoHands。,6.568136932
61420,あねいも,,6.516129032
78319,暗芝居,"著名的“暗黑剧”（暗黑剧）“泡沫面膜”预告于7月14日凌晨2点15分到凌晨2点21分（月底后每周）在东京电视台播出。这是一部以“纸剧”形式制作的恐怖电影的一部分，一般昭和风格的纸剧，描述各种城市鬼故事，特别回忆夏夜。
完成本作品后，本作的主要配音演员为出道 47 年的津田宏治，后续演员包括村良亮太、平野亮、上田圭介等。 ED曲Yujin VOCALOID制作人的《日本AVTechNO!》发售，昭和时代的旧式视觉效果，最前沿的电子声音，还有其他作品的味道。",6.643825839
95810,龙之谷：破晓奇兵,"原版宁静一个特殊的村庄，黑龙及其恶魔追随者的强者。动荡的时代，人们都是沉默的。
我叫小鱼，是住在高村庄里的一个普通男孩，但我没有能力保护村庄，我正在写作和加入小乐队。大师之魂，魔法师，以及联盟时的骑士与奇武者的结合，久违的古道，以及奇雪的雪山世界的古道山世界的横与彼。不管可能与否，一场意想不到的危机正在来临。
、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、 、",6.757211538
62258,御先祖赞江,,6.670157068
182215,RWBY Chibi,"Join the cast of RWBY in a new series of cute, comedy shorts with infinite possibilities! It's playing tag! It's baking cookies! It's posing as police officers! It's... really quite absurd. It's RWBY CHIBI!",6.674796748
4040,傀儡师左近,《旅居日本》是我的文学作品之一。木偶就是其中之一。立花左近是国宝级文学作家立花左卫门（这是他的姓氏）的儿子。这是橘家直接表演的木偶戏。然而，如果近似的类似于一个家庭，你想找到合适的人吗？然而，一个傀儡家族——索家的没落、同家和橘家的万千损失……,6.608938547
119719,BLAME! 端末遗构都市,Nihei的另一部作品《希德尼娅的骑士》第二季《希德尼娅的骑士：第九行星之战》第8话“重聚”中正在制作一部名为“BLAME！终端废墟都市”的短动画（约40秒）以剧中电影的形式播出（最快的电视台TBS，2015年5月30日1点55分开始播出。其他电视台请参见《希德尼娅的骑士》#广播电台）。和《希德妮娅》一样，都是用3DCG动画绘制的。,6.595121951
377556,D4DJ All Mix,"自推出以来，就将心献给了有栖川学院的角田美优、春日春菜、竹下美代子、春日胡桃，作者的作品是大师曝光喜剧之一《奉献》，DJ组合“抒情百合”展开活动是可用的。
有一天，榛名收到了工商会的邀请函，并收到了为期一年的新一年开局地区促进委员会。
我真的可以看到吗？
就在我急于改变主意的时候，当我身处大海之中时，第一次舞台表演成功了，我看到了观众们的笑容。
奉献之心，抒情莉莉的思考，以及本届DJ音乐节“D4 FES”所有成员的紧密互联。岁末年初，新年对称的新舞台开启……",6.52020202
37344,竖笛与双肩书包 2?,宫川敦，11岁的小学5年级小男孩，身高已经达到180cm，堪称长寿成年人的典范！这是各种各样不同的日常生活事件。与此同时，还有一位17岁的妹妹宫川敦美，目前正在读高中二年级。不过她却有着尚可的家庭天赋，137公分的身高，还有独特的体型！不过，姐弟俩还是应该努力提高自己的能力。,6.587239583
270488,里菜和洞,,6.738095238
198395,One Room,《一个房间》是台湾图形制作的第一人称短动画作品，于2017年1月11日上映。同年4月推出男性版《Room Mate》。,6.658188309
20926,网球王子 全国大会篇,国家队达到了初中棒球的最高水平，并以全国锦标赛的开幕而结束。自然是引起了全国各地的关注，也受到了很多其他人的关注。青学第一届比赛的获胜者是六角中学的获胜者和初中代表。有可能多处地方的六角初中会与蓝校发生激烈的战斗，但无法进攻，没有完成进攻就被击败。最终，我们发现秘密六边形车站正在来的路上，但我们也到达了现场，却因一场意外的人为事故而受损！当我赶到现场时，蓝校工作人员已被大火炸飞，无能为力。就在整个世界一片蔚蓝之际，争夺激烈的巨龙又回来了！ 但会加上“自行回国”一词，如果没有参赛比例，届时上好佳将提交并决定选拔参加全国比赛。全国大型比赛中各行各业的高材生全部不合格，而对于所有学过理科的人来说，越前优秀新人的总和就是最终的成功结果。,6.694019471
25363,魔法禁书目录炭,,6.608918129
38428,爆炸头武士：复活,"《爆炸头武士：复活》第二季以《爆炸头武士：复活》命名，于2009年1月开始制作，并在SPIKE TV播出。

生命第一季结束后，战斗没有结束，战斗开始后，有自我选择的道路，当然也有内心的转变。还有不少敌人来来去去，其中有综合支军，还有一个不属于支军的人，还有活跃在这一带的父子俩。新赛季的发布会上，球的号角颜色排列有所不同，这个位置的号角颜色不够，但胸口饱满，歌声的欢乐依然闪耀。",6.685863874
262518,画江湖之不良人 第三季,《江湖少年》第三季侠义来袭，晚唐风云卷土重来！乾陵之死，龙泉宝藏陨落不明，前朝太子李星云欲移山林，帝王之罪，大唐之名，大唐王道，大唐王道唐代。 ！妃子墓，长安城，古唐江山；妙强魔女，湘西昭栓开，江湖与无知识分子的争吵。 《江湖坏人》第三季的故事是一个充满爱恨情仇的武侠世界。,6.802675585
71734,薄樱鬼 第一章 京都乱舞,江户时代末期的京都。女扮男装的少女千鹤前来寻找杳无音信的父亲，夜里在后巷遭到浪人的袭击，她逃跑时遇到了看似不存在的奇怪生物。成为人类。是新选组一击击败了奇怪的人，将千鹤从困境中拯救了出来。千鹤决定与新选组一起寻找父亲，并最终得知了新选组的黑暗以及围绕着自己身世的秘密……,6.607954545
6858,半妖少女绮丽谭,"明治时代是“文明发展”的新时代，是人类与妖怪共存的时代。
由于怪物分离的奇怪事件，政府成立了“怪物部”，团体和怪物共同代表选定的团体。
入选的“魔族部”7人分别是：半人半魔的混血少女西王桃花、臼杵萤、火月、雪户，以及少尉宗鹤、立木、丸由。尤达军少尉、妖怪少女，肩负消灭怪物的使命。",6.55
8412,铁胆火车侠,"宇宙之外，诞生的星球布拉彻拥有三位暗能量成员、急速魔头、黑色使者、一马一虎，OVA的目的是“以棋子征服世界”。黑漆”（OVA是原作的标题）。为了阻止这个野心，自从Hikarian一直在追求正义的铁火汽车以来，他们每个人都创造了一种以能源为基础的电力，可以很容易地应用于一种新的有线铁公路汽车，可以集成到该系统，也引起了日本蒸汽机和电动汽车的关注。电动汽车和铁路车辆的存在。
随着时间的推移，道路发生变化，每个人都随意生活在地球上，铁嘴火车与最大的敌人——银魔头不断战斗。为了支持地球人，日本光铁道 (JHR) 已被指定担任新型干线电动汽车的乘客运输服务。",6.546620047
103812,青春之旅 OAD,"漫画第11卷，同版OAD第00集。

漫画第12卷同版OAD第13集，尚未在电视上播出。",6.611764706
3139,数码宝贝无限地带 古代数码宝贝复活,拓哉等人已经来到了世界上唯一的浮岛，这个岛上的人形号就是世界的本质，而人形号就是世界的本质，和泉、拓哉一也、拓哉一也都开始了这个工作，来到了这里。一把人形剑，一只熊形熊，一个好朋友，一个起源洞窟，一个远古数量的灵魂，确定它自然存在，一个可以解决和拯救的岛屿。两种战斗，两种战斗，两种战斗，两种战斗，一场停止贪婪的战斗，但是……,6.626506024
4390,由土里酱,"《游鸟记》是BIGLOBE的日式动画作品，于2009年12月29日0点至12月31日24点率先提前发行4集，并于2010年3月16日开始正式发行。

故事讲述了在玩具店“Popoo”市场工作的女高中生 Yudori 附近发生的各种新事件。

到达官方站后，您将可以访问免费陆地站，并且会有一个URL可供查看。第1卷至第4卷免费发行，第5卷可供购买。",6.475806452
265520,君想ふ恋,,6.716101695
2908,暗之末裔,人死后在阴间，有一个机制来惩罚死者生前所犯的罪孽----“十王”，其中魔王为地主，魔大王掌管。属于这里的十王主机关的机关都筑真和黑崎的秘密事业，长崎学生的吸血鬼杀人凶手在大楼内被发现……秘密的、一号白银和一名极其邪恶的医学生的故事。 。当都筑看着无辜者死去，内心的阴影被笼罩，自己的身世暴露无遗，而之后，对方的同伴却无法拯救他人？成为一名医学生是怎样的体验？,6.6625
99538,日常系的异能战斗,本作是世界知名高中生安藤久里的起源，他立志用不同的能力进行竞争，并思考某种天上的超自然能力是否存在于另一个人的身体中，并以世界著名的高中生和初中生，可以利用不同的能力进行竞争。 ——我是这么想的，不过生活很平静，世界秘密机器死了，世界秘密机器被摧毁，不同战争的设计不同，英雄也死了，恶魔也死了上帝是同样的颜色。这个综合大师办公室文学部的所有成员都拥有最强的异能，而写书的其他人都写了一个关于超自然力量的故事。,6.581739352
4330,魔术快斗,有一个名为“平成卡邦”的怪盗，对此有很多防御措施。这是中森三级警官的梦想，而最终，这也是谜团。某高中二年级学生黑羽海斗，是来自美国世界一流学校的男孩俊郎，和来自青梅竹学校的女孩中森青子。巧合，又一张父亲黑色羽毛的影像被盗，然后一段时间的密室，我不在场，各种精密的准备，八年的前世意外和来世的父亲基础，一千次失败。几天后，据报道一名失踪多年的神秘小偷从东京市立美术馆偷走了宝石“月眼”。警察与盗窃之间的新战争仍在继续……,6.632830626
8389,女皇之刃 美丽女斗士们,另外，2010年8月，发售了第二季《继承者》的续集OVA《女王之刃：美丽的战士》6卷。在发布之前，它正在 AT-X 上预播。,6.518624642
5421,勇者的故事,"人的一生有一千零一千个保障。原本，他是一个普通的小男孩，11岁，突然遭遇了父亲的不幸遭遇，父亲、母亲自杀身亡。孩子被转到医院后，孩子的妈妈和妈妈都留在家里。昔日日本家庭的美好，是改变命运的唯一途径，也是唯一一个有能力改变命运的人。然而，生命女神是唯一愿意改变自己命运的人，而改变自己命运的人却有很多，从现在开始，来自世界各地的人们将在“现实世界”中相互联系。和“幻界”，至今他们将拥有不同的世界和希望，女神半助的命运即将实现，他的一生也因此走向了悲惨的命运。
?然而，这是来到异世界的唯一希望，唯一的希望就是相互冲突，一条通向死亡的道路。如果你想改变自己的命运，就可以进入其他学员宣布的“改变命运”，进入一个神秘而神奇的世界，展开命运的冒险……",6.56097561
299579,ピンクバレンタイン,"在多元化的价值观中
为了让您更加享受情人节，
出自《夏娃 x 加纳》
“粉红”主题
我们将带来情人节世界的新视角。

新单曲《Kokoro Yoyo》2020.01.31 数字发布MV",6.58988764
112269,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,,6.785953177
2682,EVA爆笑学园,据说，第三届新东京世界NERV学院的存在是有名的，而学院院长也是寡言少语的碇原。学校首席执行官的儿子碇真司对他的卓越能力印象深刻。与此同时，来自异国的红领学生明日香分手，成为三姐妹，妹妹的学校生活发生了巨大的变化。另外，原作是初中生和高中生的第一机，将军的角色小巧可爱，学校的第一孩子目前正在描绘中。 从动画到《新世界福音战士》，中色原型，修改后的原著故事，以及有趣的学校生活的描述。制作方式基于3D Q板成型，背景为2D排列，风格多维。,6.635854342
241187,怪兽娘（黑）～奥特怪兽拟人化计划～,大城里有很多已经消失的建筑，还有庄谷郊区流行的道路。与我欣赏的女孩团体“GIRLS”同时存在的还有一直生活在平凡地方的著名初中生平彩月。曾几何时，由于不可思议的力量和困惑的佐月，我被一群自称“GIRLS”的邪恶女孩和一个身为政府领袖的神秘女孩“黑星”救了出来！ ？,6.550802139
37007,电影 Suite 光之美少女? 夺取回来！连结心中的奇迹旋律?,"电视动画第36集之后，讲述了美少女原来是美少女的故事，而她之所以诞生，是为了实现自己的目标，但计划结果却是大喜之日。这时，情歌突然接到大学岛禁止音乐的命令，并下达了大学岛禁止音乐的命令，而在进入大学岛后，帖子的主人——幕府能够知道一切。体内愤怒的咆哮。
爱情鸟的营救、训练机、光之美少女、一人的怒吼，一场激烈的战斗拉开了帷幕……",6.588235294
140307,Pokémon the movie XY&amp;Z 波尔凯尼恩与机巧的玛机雅娜,"宝梦史上最激烈，壳内隐藏着未知能力的人造宝梦之战拉开帷幕！
在日本旅行的高知一行人面前，一个巨大的宝藏梦想突然从天而降！下降的时候，飞机飞下来的时候，地球四轮飞过，飞机冲出地球的时候，就是可以梦想的“波浪绕地球飞”的幻宝了。在《尼贝尔高平》上，居住在偏远地区的人们正在遭受伤害，而居住在社区的人们所造成的损害则非常困难。
不知不觉中，高知一行人正要离开，当浪潮到来时，该小组的指挥官高知不知如何是好，落荒而逃。小姬，一直离开的那一波浪潮，未知的、未知的、诡异的锁再次进行中！立即可用分发和免费分发。早上，亚撒王国消失了。
反观阿萨超级机械城，那是一座巨大的机械城，其大臣们多年来都能够获得大量的订单。这是五百年前诞生于阿萨国，后消失于白津的人造宝物，是隐藏在正萨奈体内的一种名为“灵魂心智”的未知能力。阿萨的特殊王国，使用技术方案的力量占据主导地位，现在又回到了巅峰，机器回来了！
“人类根本不可能做到这一点！”
最终，两股势力联手的浪潮，是要被马萨纳的联合势力所拯救吗？灵魂中真的有真正的力量吗？ Houkayam 历史上最激烈的 Tokagi Sokusho 开发！",6.447204969
8996,蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,小辛一家人离开了最后的行程，原本是平凡的一天，小小的新店却突然登顶，爆发出巨大的威力！这是一个奇怪的外星生物“Fart Alien”从遥远的土地而来，它的力量已经彻底清除了地球。全球65人的注意力都集中在这只唯一的小狗身上！面容来自宇宙，日本美女恐怖合集白黑白合集，道之战小白，新身出现，死保小白！,6.698924731
325281,白沙的水族馆,"在水族打工的 18 岁少女美咲野苍龙失去了自己在东京的职位，也无法逃离以前偶像的宫殿。随着天空和风花的将军各自发展出自己的思维方式，水族也到了达到中阶的时候了。
然而，该国的重要地区和设施即将面临危机。
女孩的梦想的现实，她的孤独和她的朋友，她和她的朋友的联系——
夏季展览的新篇章将由公众参与。",6.639812139
62423,Tony’s ヒロインシリーズ 彼女は花嫁候補生？ シンデレラ?コレクション,,6.555075594
397534,长安三万里,安史之乱几年后，图班军入侵西南，大唐使节处于不利地位。长安角危险。追忆一支高级军队在孤堡里自力更生的历史。,6.612559242
47726,永远之久远 第三章 梦幻的连座,"Tei 和机械人埃普西隆（舜饰）接触到了 Tei，后者试图保护一名拥有能力的男孩。
他们设法救出了男孩和泰，但泰失去了知觉并倒下了。
而厄普西隆的身体也发生了这种奇怪的变化。
库斯托斯追踪泰伊与埃普西隆相连的脑电波，并试图找到库恩和他的团队贝斯蒂亚的基地。
为了保护梦幻花园的秘密，
我们必须断开Tei与医疗设备的连接，但如果我们这样做，Tei将永远不会再醒来。
为了拯救Tei，Kuon进入了她的内心。
在那里，久翁目睹了泰称舜为“大哥”。
然后，出现了一个存在，向久恩喊道：“哥哥。”
久恩能否将泰从每个人的记忆交织在一起的心灵迷宫中拯救出来呢？",6.576119403
104906,境界触发者,三门市，人口28万。有一天，通往不同世界的大门被打开了。人们担心异世界的外星入侵者“邻居”会任意入侵附近地区并入侵城市。 每当有人出现在城市中，只有在凌晨出现问题时，才会有神秘生物突然出现又消失。 其他人，例如边防组织“BORDER”，过去建立了一个巨大的基地，从那时起，附近地区的人们就开始反抗。四年后，近世界的人们来到了世界，成为了日本工业的专家，并得到了三位大师的认可。 学生们所了解的近世界人的真相、观察者的决策指南和不熟练的旅程，以及跟随“BORDER”和“近世界人”之间的战斗的发展两个人的故事。,6.619300106
264433,痴漢した女子●生とその後、むさぼり合うようなドエロ純愛,,6.778280543
6592,百日蔷薇,"与玫瑰师团长泷礼真
敌方士兵克劳斯·冯·沃尔夫施塔特
在日益激烈的战场上摇摆的他们的爱情将会发生什么……",6.613899614
17120,魔法老师涅吉!?春,涅吉因为一些小事与亚丝娜发生争执。两人找不到复合的机会。为了让心情郁闷的Negi振作起来，会长决定邀请Negi乘坐私人飞机前往私人岛屿。然而，由于某种原因，其他31名班级成员最终在一起了。尽管岛上气氛开放、热闹有趣，但亚丝娜和涅吉的关系却始终没有改善。朋友们不忍心再见到他，想方设法和解。然而，事情并不顺利，最终让亚丝娜生气了。 Negi 惊慌失措，将她珍贵的眼镜掉进了海里。这副眼镜是姐姐 Nekane 送给他的珍贵回忆。亚丝娜得知此事后，半夜独自一人出发去寻找自己的眼镜……,6.516339869
6751,草莓100% 恋爱开始!? 摄影合宿 ～动摇的心向东向西～,"在“Jump Festa Anime Tour '04”中放映的原创动画。故事是根据原著中第二次夏令营的故事改编的，不少粉丝认为与TV版有联系，TV版在夏令营之前就结束了。 DVD收录了非片头片头和“增田浩介剧场搞笑漫画Biyori”等特典片段。它只能通过《周刊少年Jump》杂志的邮购购买。售价为1,500日元，与TV动画版相同，由Madhouse制作。",6.62055336
363414,电影 奇巧计程车 扑朔谜林,"古道川是一个性格古怪、沉默寡言的人。
作为一名私人出租车司机，他在城市里开车，过着正常的生活，尽量避免与其他人交往。
然而有一天，他意外地卷入了“练马区高中女生失踪案”。
此外，古道川周边的人们也提出了“我一个人住的房间里传来声音”等令人不安的证词。
该事件涉及超过1亿日元的巨额资金、一群目的不明的同父异母的女友、一个市面上的偶像、一个正在变得有魅力的大学生。
各种事情交织在一起，局势变得无法控制的混乱。
然而，在某个计划实施后，情况突然结束了。这一系列的事件充满了悲伤和荒谬，
我刚看到结局。 ……这似乎很奇怪。
事件发生后，相关人士纷纷提供证言。
在可见的幕后。那里到底发生了什么？
通过将这些片段连接在一起，事件的新轮廓出现了。
一名出租车司机经历的一次“改变生活的事件”改变了他的生活。
延续到未来的命运齿轮再次动摇。",6.616099071
8973,蜡笔小新 爆发！温泉火热大决战,改造地球的伟大温泉、政府秘密组织、温泉集团，还有其他的野心。想到黄金魂的温泉，那是在小辛家的地下室，带了其他人来保护温泉，并且进行了是非之战，最终的原因是小新家族的同心合作，最终推翻了主宰，拯救了世界和平。,6.58419244
378860,呆萌酷男孩,狠人一眼，不知道什么，接触后才出现……其他人都是傻子！忘掉包，听火车上的声音，听听声音，戴上眼镜，戴上眼镜，戴上吸管，穿上鞋子，雨“男儿”走了。 15 分钟的每日小故事集，每季播出。你只需要观看它就能获得一定的乐趣，这是你可以享受的节目的一部分。,6.578635015
141588,欧西里斯的天秤,我们探索主角（一名年轻刺客）的神秘生活和秘密。,6.515873016
2216,皇家国教骑士团,"布拉姆·斯托克撰写的《吸血鬼词典》，从HELLSING教授的失败、不朽词典的死亡之后，大约花了100年的时间，英国皇家教会的士兵们反对大英帝国和英国教会的反基督教。可怕的特殊机器，但在其中，国王拥有一个可以未经许可使用的大口径手持吸血鬼，在他的第一次任命中，他变成了西奢的一个心胸狭隘的女警察。 。
然而，影片历史上隐藏的敌人也出现了，旗帜已经立起来，秘密组织是“千年”，针对异常人为吸血鬼袭击事件，组织以韩国历史为背景。挥下，拥有大量党员的党军接受了老战士，改造了不朽的吸血鬼军，完成了“最终军”。此外，“ 《狼人军团》有一个拥有超能力和杀气的年轻部下，一个真正可怕的敌人。
其他目标：美国和Hellsing的毁灭，英国的毁灭，无节制的战争再次波及世界。
赫尔辛没有获得，在位期间，政府和宗教处于敌对状态，怪物机械也被摧毁，并联合生产了第13种怪物机械。然而，拥有一支庞大的军队很重要。
这时，当狼人大队终于抵达总部时，一名潜在的吸血鬼支持者也出现了。英国全军覆没，Hellsing造成巨大破坏，教皇十三学取得长期胜利，第九次十字军东征发动，工程实施，该国基督徒永远消失。英国女王宣布登基后，军事核武器袭击和一座废弃城堡的故事。
皇帝死后，最后一支大军之后，十字军很快就被灭亡，第13任教皇也去世了。在血色黎明到来之前，三面军的最底层的瓦片在最底层，不过是类似于一个小学校，但是却更大……
在这场战争的战场上，谁将成为最后的胜利者？",6.726917058
28103,熊猫家族,"《熊子熊》（日语：Pandako Panda），又译《熊子家族》，高畑惟佑着，美佐崎出版。东京电影院的动画作品。 1972 年 12 月 17 日上映。也是大家公认的“龙猫”的原型。日本原名熊猫、小熊猫。

该书最初于1972年放映，并于1972年在日本上野动物园被送往中国。

我的父亲是我的父亲，我的母亲是我的班主任，我开始生活在一个舒适的地方。 Yuichiten 是一对父子、一只熊和一只猫，当他们参观这所房子时，他们就在房子里。事实上，熊子和熊子日本节是逃离动物园的一种方式。警察到了动物园很久了，美国家庭的其他成员也失踪了，但原因就是他失踪了，而且是在调查过程中失踪的。当我回过神来的时候，我还在河里。最终，熊和猫被成功救出，之后两只熊又回到了下一个时空，过上了幸福的生活。",6.64084507
462985,神奇数字马戏团,第一名25岁的人获得了第一名，神秘的斗篷之后，神秘的数字过去了，之后，当孩子和日本父母来到首都，到达日式和式的时候，它就会立即可用。时尚的地区，这是一个陌生又陌生的地方。,6.76369863
